@relation abalone
@attribute Sex {M, F, I}
@attribute Length real [0.075, 0.815]
@attribute Diameter real [0.055, 0.65]
@attribute Height real [0.0, 1.13]
@attribute Whole_weight real [0.0020, 2.8255]
@attribute Shucked_weight real [0.0010, 1.488]
@attribute Viscera_weight real [5.0E-4, 0.76]
@attribute Shell_weight real [0.0015, 1.005]
@attribute Rings {15, 7, 9, 10, 8, 20, 16, 19, 14, 11, 12, 18, 13, 5, 4, 6, 21, 17, 22, 1, 3, 26, 23, 29, 2, 27, 25, 24, unlabeled}
@inputs Sex, Length, Diameter, Height, Whole_weight, Shucked_weight, Viscera_weight, Shell_weight
@outputs Rings
@data
F, 0.42, 0.33, 0.125, 0.46299999999999997, 0.186, 0.11, 0.145, unlabeled
I, 0.39, 0.29, 0.09, 0.2625, 0.117, 0.05399999999999999, 0.077, unlabeled
M, 0.54, 0.41, 0.145, 0.989, 0.2815, 0.213, 0.355, unlabeled
I, 0.45, 0.335, 0.105, 0.44699999999999995, 0.2335, 0.153, 0.119, unlabeled
F, 0.58, 0.455, 0.16, 0.9215, 0.312, 0.196, 0.3, unlabeled
I, 0.27999999999999997, 0.205, 0.08, 0.127, 0.052, 0.039, 0.042, unlabeled
I, 0.4749999999999999, 0.36000000000000004, 0.11, 0.45549999999999996, 0.177, 0.09649999999999999, 0.145, unlabeled
M, 0.695, 0.53, 0.21, 1.51, 0.664, 0.4095, 0.385, unlabeled
I, 0.48, 0.38, 0.125, 0.6245, 0.3395, 0.1085, 0.1665, unlabeled
I, 0.415, 0.315, 0.09, 0.3625, 0.175, 0.0835, 0.093, unlabeled
I, 0.38, 0.275, 0.1, 0.22549999999999998, 0.08, 0.049, 0.085, unlabeled
I, 0.435, 0.325, 0.1, 0.342, 0.1335, 0.0835, 0.105, unlabeled
F, 0.63, 0.48, 0.16, 1.199, 0.5265, 0.335, 0.315, unlabeled
M, 0.55, 0.415, 0.17499999999999996, 1.042, 0.3295, 0.23250000000000004, 0.2905, unlabeled
I, 0.29, 0.21, 0.060000000000000005, 0.1195, 0.056, 0.0235, 0.03, unlabeled
F, 0.63, 0.495, 0.165, 1.3075, 0.599, 0.284, 0.315, unlabeled
M, 0.6, 0.45, 0.16, 1.142, 0.539, 0.225, 0.307, unlabeled
M, 0.44, 0.32, 0.12000000000000001, 0.45649999999999996, 0.24349999999999997, 0.092, 0.1025, unlabeled
M, 0.59, 0.45, 0.185, 1.283, 0.47300000000000003, 0.276, 0.425, unlabeled
I, 0.59, 0.45999999999999996, 0.145, 0.9015, 0.41899999999999993, 0.1785, 0.26, unlabeled
I, 0.44, 0.355, 0.12000000000000001, 0.495, 0.231, 0.11, 0.125, unlabeled
M, 0.565, 0.435, 0.15, 0.99, 0.5795, 0.1825, 0.206, unlabeled
I, 0.27999999999999997, 0.205, 0.055, 0.11349999999999999, 0.045, 0.0275, 0.0335, unlabeled
M, 0.53, 0.435, 0.135, 0.7365, 0.3275, 0.1315, 0.22, unlabeled
M, 0.54, 0.415, 0.145, 0.74, 0.2635, 0.168, 0.245, unlabeled
M, 0.68, 0.52, 0.165, 1.4775000000000003, 0.724, 0.279, 0.406, unlabeled
F, 0.61, 0.495, 0.19, 1.213, 0.464, 0.306, 0.365, unlabeled
F, 0.525, 0.4, 0.115, 0.6295, 0.2555, 0.144, 0.18, unlabeled
M, 0.58, 0.455, 0.13, 0.852, 0.41, 0.1725, 0.225, unlabeled
M, 0.68, 0.545, 0.185, 1.672, 0.7075, 0.364, 0.48, unlabeled
F, 0.71, 0.565, 0.195, 1.817, 0.785, 0.49200000000000005, 0.49, unlabeled
F, 0.7, 0.54, 0.215, 1.978, 0.6675, 0.3125, 0.71, unlabeled
I, 0.5349999999999999, 0.45, 0.135, 0.728, 0.2845, 0.1845, 0.265, unlabeled
F, 0.57, 0.45, 0.135, 0.7805000000000001, 0.3345, 0.185, 0.21, unlabeled
F, 0.56, 0.44, 0.135, 0.8025000000000001, 0.35, 0.1615, 0.259, unlabeled
F, 0.655, 0.54, 0.215, 1.5555000000000003, 0.695, 0.296, 0.444, unlabeled
I, 0.45499999999999996, 0.35, 0.105, 0.44449999999999995, 0.213, 0.107, 0.1115, unlabeled
F, 0.415, 0.325, 0.105, 0.38, 0.1595, 0.0785, 0.12, unlabeled
I, 0.415, 0.33, 0.09, 0.3595, 0.17, 0.081, 0.09, unlabeled
M, 0.605, 0.49, 0.165, 1.1245, 0.492, 0.22199999999999998, 0.3555, unlabeled
F, 0.585, 0.485, 0.15, 1.079, 0.4145, 0.2115, 0.356, unlabeled
I, 0.375, 0.275, 0.095, 0.22949999999999998, 0.09499999999999999, 0.0545, 0.066, unlabeled
F, 0.625, 0.44499999999999995, 0.16, 1.09, 0.46, 0.2965, 0.304, unlabeled
F, 0.45, 0.365, 0.115, 0.5885, 0.318, 0.121, 0.1325, unlabeled
I, 0.44, 0.355, 0.165, 0.435, 0.159, 0.105, 0.14, unlabeled
M, 0.66, 0.53, 0.17499999999999996, 1.5830000000000002, 0.7395, 0.3505, 0.405, unlabeled
F, 0.4, 0.325, 0.12000000000000001, 0.3185, 0.134, 0.05650000000000001, 0.095, unlabeled
I, 0.35, 0.255, 0.09, 0.1785, 0.0855, 0.0305, 0.0525, unlabeled
F, 0.445, 0.335, 0.11, 0.4355, 0.2025, 0.1095, 0.1195, unlabeled
M, 0.485, 0.385, 0.125, 0.4775, 0.2, 0.0785, 0.17, unlabeled
I, 0.625, 0.45999999999999996, 0.16, 1.2395, 0.55, 0.273, 0.38, unlabeled
F, 0.46, 0.36000000000000004, 0.115, 0.4755, 0.2105, 0.105, 0.16, unlabeled
F, 0.65, 0.51, 0.17499999999999996, 1.35, 0.575, 0.3155, 0.3885, unlabeled
M, 0.625, 0.48, 0.145, 1.085, 0.4645000000000001, 0.24449999999999997, 0.327, unlabeled
I, 0.525, 0.395, 0.12000000000000001, 0.608, 0.297, 0.1395, 0.1405, unlabeled
F, 0.65, 0.51, 0.185, 1.375, 0.531, 0.38399999999999995, 0.3985, unlabeled
M, 0.55, 0.45, 0.16999999999999998, 0.81, 0.317, 0.157, 0.22, unlabeled
I, 0.5, 0.39000000000000007, 0.125, 0.583, 0.294, 0.132, 0.1605, unlabeled
I, 0.305, 0.21500000000000002, 0.065, 0.1075, 0.044, 0.0205, 0.038, unlabeled
I, 0.37, 0.2800000000000001, 0.095, 0.2865, 0.1505, 0.069, 0.0795, unlabeled
I, 0.62, 0.47, 0.155, 0.966, 0.44699999999999995, 0.171, 0.284, unlabeled
M, 0.695, 0.54, 0.195, 1.691, 0.7680000000000001, 0.363, 0.4755, unlabeled
I, 0.45, 0.335, 0.095, 0.3505, 0.1615, 0.0625, 0.1185, unlabeled
F, 0.515, 0.4, 0.16999999999999998, 0.796, 0.258, 0.1755, 0.28, unlabeled
I, 0.255, 0.18, 0.055, 0.083, 0.030999999999999996, 0.0215, 0.02, unlabeled
I, 0.21000000000000002, 0.15, 0.055, 0.0465, 0.017, 0.012, 0.015, unlabeled
F, 0.56, 0.44, 0.14, 0.9285, 0.38249999999999995, 0.188, 0.3, unlabeled
F, 0.675, 0.545, 0.195, 1.7345, 0.6845, 0.3695, 0.605, unlabeled
M, 0.6, 0.45999999999999996, 0.18, 1.14, 0.423, 0.2575, 0.365, unlabeled
M, 0.5, 0.39000000000000007, 0.135, 0.7815000000000001, 0.361, 0.1575, 0.2385, unlabeled
F, 0.64, 0.5, 0.17499999999999996, 1.394, 0.49349999999999994, 0.291, 0.4, unlabeled
F, 0.55, 0.465, 0.18, 1.2125, 0.3245, 0.205, 0.525, unlabeled
F, 0.38, 0.325, 0.11, 0.3105, 0.12, 0.074, 0.105, unlabeled
F, 0.47, 0.365, 0.12000000000000001, 0.582, 0.29, 0.092, 0.146, unlabeled
F, 0.59, 0.455, 0.155, 1.066, 0.38200000000000006, 0.2275, 0.415, unlabeled
I, 0.5, 0.37500000000000006, 0.12000000000000001, 0.529, 0.2235, 0.12300000000000001, 0.16, unlabeled
M, 0.545, 0.45, 0.15, 0.8795, 0.38700000000000007, 0.15, 0.2625, unlabeled
I, 0.59, 0.45, 0.145, 1.022, 0.428, 0.268, 0.265, unlabeled
I, 0.295, 0.22, 0.07, 0.126, 0.0515, 0.0275, 0.035, unlabeled
F, 0.595, 0.455, 0.155, 1.0605, 0.5135, 0.2165, 0.3, unlabeled
M, 0.595, 0.455, 0.195, 1.3305, 0.45949999999999996, 0.3235, 0.345, unlabeled
M, 0.485, 0.39000000000000007, 0.135, 0.617, 0.25, 0.1345, 0.1635, unlabeled
I, 0.45, 0.355, 0.11, 0.45849999999999996, 0.19400000000000003, 0.067, 0.14, unlabeled
M, 0.27, 0.195, 0.08, 0.1, 0.0385, 0.0195, 0.03, unlabeled
M, 0.58, 0.455, 0.15, 1.012, 0.49849999999999994, 0.2115, 0.2835, unlabeled
F, 0.72, 0.525, 0.18, 1.445, 0.631, 0.3215, 0.435, unlabeled
I, 0.355, 0.27, 0.1, 0.216, 0.083, 0.037, 0.075, unlabeled
I, 0.29, 0.21, 0.060000000000000005, 0.1045, 0.0415, 0.022, 0.035, unlabeled
M, 0.5, 0.4050000000000001, 0.14, 0.6155, 0.24099999999999996, 0.1355, 0.205, unlabeled
F, 0.725, 0.58, 0.185, 1.5230000000000001, 0.8045000000000001, 0.3595, 0.4375, unlabeled
M, 0.65, 0.545, 0.16, 1.2425, 0.487, 0.296, 0.48, unlabeled
M, 0.345, 0.27, 0.09, 0.195, 0.078, 0.0455, 0.059, unlabeled
F, 0.665, 0.535, 0.19, 1.496, 0.5775, 0.2815, 0.475, unlabeled
F, 0.585, 0.45999999999999996, 0.16999999999999998, 1.0835, 0.37449999999999994, 0.326, 0.325, unlabeled
M, 0.5049999999999999, 0.385, 0.13, 0.6435, 0.3135, 0.149, 0.1515, unlabeled
I, 0.55, 0.425, 0.145, 0.8899999999999999, 0.4325, 0.171, 0.236, unlabeled
M, 0.645, 0.53, 0.195, 1.39, 0.6465, 0.2945, 0.3735, unlabeled
M, 0.41, 0.315, 0.095, 0.306, 0.12099999999999998, 0.0735, 0.09, unlabeled
F, 0.59, 0.415, 0.15, 0.8805, 0.3645, 0.234, 0.235, unlabeled
M, 0.57, 0.435, 0.16999999999999998, 0.873, 0.38200000000000006, 0.183, 0.2705, unlabeled
I, 0.46, 0.345, 0.11, 0.3755, 0.1525, 0.057999999999999996, 0.125, unlabeled
I, 0.415, 0.33, 0.1, 0.3905, 0.1925, 0.0755, 0.1025, unlabeled
F, 0.575, 0.48, 0.15, 0.8745, 0.375, 0.19299999999999998, 0.29, unlabeled
F, 0.68, 0.505, 0.16999999999999998, 1.3435, 0.657, 0.297, 0.355, unlabeled
M, 0.615, 0.495, 0.2, 1.304, 0.5795, 0.3115, 0.371, unlabeled
M, 0.61, 0.47, 0.16999999999999998, 1.1185, 0.5225, 0.2405, 0.31, unlabeled
F, 0.635, 0.485, 0.165, 1.2945, 0.668, 0.2605, 0.2715, unlabeled
I, 0.5349999999999999, 0.455, 0.14, 1.0015, 0.53, 0.1765, 0.244, unlabeled
F, 0.45499999999999996, 0.35, 0.14, 0.5725, 0.19650000000000004, 0.1325, 0.175, unlabeled
F, 0.65, 0.525, 0.19, 1.385, 0.8875000000000001, 0.3095, 0.405, unlabeled
M, 0.59, 0.475, 0.16, 0.9455, 0.3815, 0.184, 0.26999999999999996, unlabeled
M, 0.63, 0.515, 0.16999999999999998, 1.385, 0.6355, 0.2955, 0.38, unlabeled
M, 0.6, 0.49, 0.21, 1.9874999999999998, 1.005, 0.419, 0.491, unlabeled
M, 0.64, 0.525, 0.18, 1.3135, 0.4865, 0.2995, 0.4075, unlabeled
F, 0.55, 0.41, 0.145, 0.8285000000000001, 0.3095, 0.1905, 0.25, unlabeled
I, 0.33, 0.23000000000000004, 0.08499999999999999, 0.1695, 0.079, 0.026, 0.0505, unlabeled
I, 0.495, 0.37500000000000006, 0.115, 0.5755, 0.31, 0.1145, 0.1395, unlabeled
F, 0.655, 0.51, 0.15, 1.043, 0.4795, 0.22299999999999998, 0.305, unlabeled
M, 0.67, 0.5, 0.2, 1.269, 0.576, 0.2985, 0.351, unlabeled
I, 0.45499999999999996, 0.37500000000000006, 0.125, 0.533, 0.233, 0.106, 0.185, unlabeled
I, 0.275, 0.175, 0.09, 0.23149999999999998, 0.096, 0.057, 0.0705, unlabeled
M, 0.45499999999999996, 0.355, 0.13, 0.515, 0.2, 0.1275, 0.175, unlabeled
F, 0.48999999999999994, 0.355, 0.16, 0.8795, 0.3485, 0.21500000000000002, 0.2825, unlabeled
M, 0.48999999999999994, 0.39000000000000007, 0.14, 0.707, 0.2795, 0.2185, 0.18, unlabeled
I, 0.5199999999999999, 0.385, 0.115, 0.581, 0.2555, 0.156, 0.143, unlabeled
M, 0.59, 0.485, 0.155, 1.0785, 0.4535, 0.2435, 0.31, unlabeled
F, 0.57, 0.42, 0.16, 0.8875, 0.43149999999999994, 0.1915, 0.223, unlabeled
M, 0.605, 0.48, 0.16999999999999998, 1.1835, 0.582, 0.23649999999999996, 0.317, unlabeled
M, 0.355, 0.26, 0.08499999999999999, 0.1905, 0.081, 0.048499999999999995, 0.055, unlabeled
I, 0.36, 0.2800000000000001, 0.09, 0.22549999999999998, 0.0885, 0.04, 0.09, unlabeled
M, 0.175, 0.135, 0.04, 0.0305, 0.011, 0.0075, 0.01, unlabeled
I, 0.56, 0.44, 0.14, 0.825, 0.402, 0.139, 0.245, unlabeled
I, 0.275, 0.2, 0.07, 0.096, 0.037, 0.0225, 0.03, unlabeled
F, 0.63, 0.5, 0.155, 1.005, 0.367, 0.199, 0.36, unlabeled
I, 0.47, 0.385, 0.13, 0.587, 0.264, 0.117, 0.174, unlabeled
I, 0.31, 0.235, 0.07, 0.151, 0.063, 0.0405, 0.045, unlabeled
M, 0.62, 0.48, 0.165, 1.0855, 0.4809999999999999, 0.2575, 0.305, unlabeled
F, 0.555, 0.44, 0.145, 0.8815, 0.43, 0.1975, 0.2155, unlabeled
I, 0.495, 0.38, 0.13, 0.5125, 0.2185, 0.11600000000000002, 0.16, unlabeled
F, 0.4749999999999999, 0.38, 0.135, 0.486, 0.1735, 0.07, 0.185, unlabeled
M, 0.56, 0.45, 0.185, 1.07, 0.3805, 0.175, 0.41, unlabeled
I, 0.335, 0.245, 0.09, 0.2015, 0.096, 0.0405, 0.048, unlabeled
F, 0.655, 0.53, 0.165, 1.2835, 0.583, 0.1255, 0.4, unlabeled
M, 0.495, 0.37500000000000006, 0.115, 0.6245, 0.282, 0.143, 0.155, unlabeled
M, 0.58, 0.47, 0.165, 0.9975, 0.3935, 0.242, 0.33, unlabeled
F, 0.56, 0.44, 0.155, 0.9705, 0.43149999999999994, 0.263, 0.255, unlabeled
M, 0.575, 0.45, 0.185, 0.9249999999999999, 0.342, 0.197, 0.35, unlabeled
M, 0.4749999999999999, 0.37, 0.125, 0.5095, 0.2165, 0.11250000000000002, 0.165, unlabeled
F, 0.565, 0.45999999999999996, 0.15, 0.8765, 0.3455, 0.19249999999999998, 0.275, unlabeled
F, 0.565, 0.49, 0.155, 0.9245, 0.4050000000000001, 0.2195, 0.255, unlabeled
M, 0.485, 0.365, 0.155, 1.029, 0.42350000000000004, 0.2285, 0.313, unlabeled
I, 0.37, 0.2800000000000001, 0.08499999999999999, 0.198, 0.0805, 0.0455, 0.058, unlabeled
I, 0.48, 0.35, 0.135, 0.5465, 0.2735, 0.0995, 0.158, unlabeled
I, 0.5049999999999999, 0.38, 0.135, 0.5385, 0.2645, 0.095, 0.165, unlabeled
I, 0.395, 0.295, 0.095, 0.2725, 0.11499999999999999, 0.0625, 0.085, unlabeled
M, 0.385, 0.255, 0.1, 0.3175, 0.137, 0.068, 0.092, unlabeled
I, 0.41, 0.335, 0.11, 0.33, 0.157, 0.0705, 0.17, unlabeled
M, 0.665, 0.525, 0.16, 1.363, 0.629, 0.279, 0.34, unlabeled
F, 0.45, 0.36000000000000004, 0.125, 0.4995, 0.20349999999999996, 0.1, 0.17, unlabeled
I, 0.4749999999999999, 0.34, 0.105, 0.45349999999999996, 0.20300000000000004, 0.08, 0.1465, unlabeled
M, 0.465, 0.36000000000000004, 0.115, 0.5795, 0.295, 0.1395, 0.12, unlabeled
I, 0.5349999999999999, 0.41, 0.155, 0.6315, 0.2745, 0.1415, 0.1815, unlabeled
I, 0.45, 0.35, 0.145, 0.525, 0.20850000000000002, 0.1, 0.1655, unlabeled
I, 0.55, 0.465, 0.15, 0.9359999999999999, 0.4809999999999999, 0.174, 0.2435, unlabeled
M, 0.64, 0.5, 0.185, 1.3035, 0.44449999999999995, 0.2635, 0.465, unlabeled
I, 0.415, 0.315, 0.105, 0.33, 0.1405, 0.0705, 0.095, unlabeled
F, 0.5349999999999999, 0.415, 0.185, 0.8415, 0.314, 0.1585, 0.3, unlabeled
M, 0.61, 0.48, 0.165, 1.244, 0.6345, 0.257, 0.305, unlabeled
F, 0.675, 0.52, 0.17499999999999996, 1.494, 0.7365, 0.3055, 0.37, unlabeled
I, 0.54, 0.42999999999999994, 0.14, 0.8195000000000001, 0.3935, 0.1725, 0.2295, unlabeled
F, 0.485, 0.38, 0.15, 0.605, 0.2155, 0.14, 0.18, unlabeled
M, 0.54, 0.4050000000000001, 0.125, 0.8909999999999999, 0.4815, 0.1915, 0.202, unlabeled
M, 0.6, 0.475, 0.15, 1.089, 0.5195, 0.22299999999999998, 0.292, unlabeled
M, 0.425, 0.335, 0.1, 0.4085, 0.1755, 0.092, 0.135, unlabeled
M, 0.4749999999999999, 0.355, 0.125, 0.46249999999999997, 0.186, 0.107, 0.145, unlabeled
M, 0.5, 0.37500000000000006, 0.13, 0.721, 0.3055, 0.1725, 0.22, unlabeled
M, 0.63, 0.47, 0.155, 1.1325, 0.589, 0.211, 0.287, unlabeled
F, 0.595, 0.45, 0.165, 1.081, 0.49, 0.2525, 0.279, unlabeled
M, 0.59, 0.47, 0.16, 1.206, 0.479, 0.2425, 0.309, unlabeled
I, 0.38, 0.28500000000000003, 0.095, 0.243, 0.0895, 0.0665, 0.075, unlabeled
F, 0.61, 0.45999999999999996, 0.155, 0.957, 0.4255, 0.1975, 0.265, unlabeled
F, 0.525, 0.415, 0.15, 0.7055, 0.329, 0.147, 0.199, unlabeled
I, 0.275, 0.205, 0.075, 0.1105, 0.045, 0.028500000000000004, 0.035, unlabeled
M, 0.57, 0.435, 0.13, 0.7535000000000001, 0.349, 0.1755, 0.194, unlabeled
I, 0.55, 0.425, 0.155, 0.8725, 0.412, 0.187, 0.2425, unlabeled
F, 0.61, 0.45, 0.13, 0.8725, 0.389, 0.1715, 0.272, unlabeled
F, 0.635, 0.5, 0.18, 1.2565, 0.539, 0.292, 0.35, unlabeled
M, 0.575, 0.44499999999999995, 0.145, 0.847, 0.415, 0.1945, 0.22, unlabeled
F, 0.57, 0.435, 0.14, 0.8585, 0.3905, 0.196, 0.2295, unlabeled
M, 0.67, 0.525, 0.18, 1.6615, 0.8004999999999999, 0.3645, 0.43, unlabeled
F, 0.51, 0.37, 0.21, 1.183, 0.508, 0.292, 0.343, unlabeled
I, 0.385, 0.28500000000000003, 0.08499999999999999, 0.244, 0.12150000000000001, 0.0445, 0.068, unlabeled
F, 0.51, 0.4, 0.12000000000000001, 0.7005, 0.347, 0.1105, 0.195, unlabeled
M, 0.46, 0.37500000000000006, 0.135, 0.4935, 0.186, 0.0845, 0.17, unlabeled
M, 0.5, 0.38, 0.135, 0.5835, 0.2295, 0.1265, 0.18, unlabeled
M, 0.615, 0.475, 0.205, 1.337, 0.5995, 0.2815, 0.37, unlabeled
M, 0.545, 0.44, 0.165, 0.744, 0.2875, 0.204, 0.25, unlabeled
F, 0.48999999999999994, 0.4, 0.115, 0.569, 0.256, 0.1325, 0.145, unlabeled
F, 0.61, 0.475, 0.16, 1.1155, 0.3835, 0.22299999999999998, 0.379, unlabeled
I, 0.5349999999999999, 0.385, 0.18, 1.0835, 0.4955, 0.2295, 0.304, unlabeled
F, 0.625, 0.485, 0.15, 1.0945, 0.531, 0.261, 0.296, unlabeled
I, 0.45, 0.36000000000000004, 0.125, 0.44999999999999996, 0.191, 0.0865, 0.145, unlabeled
I, 0.56, 0.425, 0.145, 0.688, 0.3095, 0.1305, 0.2165, unlabeled
I, 0.51, 0.395, 0.155, 0.5395, 0.2465, 0.1085, 0.167, unlabeled
M, 0.45499999999999996, 0.35, 0.12000000000000001, 0.4835, 0.1815, 0.144, 0.16, unlabeled
F, 0.585, 0.475, 0.185, 0.8575, 0.3465, 0.1785, 0.275, unlabeled
I, 0.555, 0.42999999999999994, 0.14, 0.7665000000000001, 0.341, 0.165, 0.23, unlabeled
F, 0.44, 0.35, 0.125, 0.4035, 0.175, 0.063, 0.129, unlabeled
F, 0.46, 0.425, 0.155, 0.746, 0.3005, 0.152, 0.24, unlabeled
I, 0.27, 0.19, 0.08, 0.081, 0.0265, 0.0195, 0.03, unlabeled
I, 0.375, 0.27, 0.08499999999999999, 0.218, 0.0945, 0.039, 0.07, unlabeled
M, 0.57, 0.4050000000000001, 0.16, 0.9245, 0.3445, 0.2185, 0.295, unlabeled
I, 0.335, 0.255, 0.08499999999999999, 0.1785, 0.071, 0.0405, 0.055, unlabeled
F, 0.38, 0.32, 0.115, 0.6475, 0.323, 0.1325, 0.164, unlabeled
I, 0.68, 0.53, 0.185, 1.1095, 0.43900000000000006, 0.24500000000000002, 0.34, unlabeled
I, 0.575, 0.455, 0.16, 0.9895, 0.495, 0.195, 0.246, unlabeled
F, 0.5, 0.38, 0.14, 0.6355, 0.277, 0.143, 0.1785, unlabeled
M, 0.545, 0.435, 0.145, 0.9385, 0.3685, 0.1245, 0.345, unlabeled
F, 0.62, 0.485, 0.17499999999999996, 1.271, 0.531, 0.3075, 0.37, unlabeled
M, 0.605, 0.475, 0.155, 1.161, 0.572, 0.24550000000000002, 0.275, unlabeled
F, 0.37, 0.275, 0.1, 0.22249999999999998, 0.093, 0.026, 0.08, unlabeled
I, 0.495, 0.385, 0.125, 0.585, 0.2755, 0.1235, 0.165, unlabeled
M, 0.58, 0.45, 0.145, 1.0025, 0.547, 0.1975, 0.2295, unlabeled
M, 0.48, 0.365, 0.12000000000000001, 0.6015, 0.312, 0.117, 0.14, unlabeled
F, 0.595, 0.465, 0.15, 1.0765, 0.49099999999999994, 0.22, 0.287, unlabeled
M, 0.555, 0.455, 0.16, 1.0575, 0.39249999999999996, 0.228, 0.293, unlabeled
F, 0.615, 0.515, 0.135, 1.1215, 0.545, 0.23049999999999998, 0.29, unlabeled
I, 0.21500000000000002, 0.155, 0.060000000000000005, 0.0525, 0.021, 0.0165, 0.015, unlabeled
M, 0.5, 0.38, 0.125, 0.577, 0.269, 0.1265, 0.1535, unlabeled
F, 0.5199999999999999, 0.4, 0.125, 0.6865, 0.295, 0.1715, 0.185, unlabeled
I, 0.525, 0.4, 0.13, 0.6455, 0.325, 0.1245, 0.17, unlabeled
M, 0.42, 0.34, 0.115, 0.4215, 0.175, 0.093, 0.135, unlabeled
M, 0.66, 0.535, 0.2, 1.791, 0.733, 0.318, 0.54, unlabeled
M, 0.495, 0.4, 0.14, 0.7775000000000001, 0.2015, 0.18, 0.25, unlabeled
F, 0.615, 0.465, 0.15, 0.9229999999999999, 0.4615, 0.1825, 0.2415, unlabeled
F, 0.62, 0.51, 0.18, 1.3315, 0.594, 0.276, 0.388, unlabeled
F, 0.695, 0.56, 0.22, 1.8339999999999999, 0.8455000000000001, 0.422, 0.455, unlabeled
F, 0.625, 0.49, 0.17499999999999996, 1.233, 0.5565, 0.247, 0.365, unlabeled
M, 0.715, 0.525, 0.2, 1.89, 0.9500000000000001, 0.436, 0.4305, unlabeled
F, 0.66, 0.475, 0.18, 1.3695, 0.641, 0.294, 0.335, unlabeled
F, 0.6, 0.45, 0.14, 0.837, 0.37, 0.177, 0.2425, unlabeled
I, 0.385, 0.30000000000000004, 0.125, 0.343, 0.1705, 0.0735, 0.081, unlabeled
M, 0.68, 0.535, 0.185, 1.6070000000000002, 0.7245, 0.3215, 0.498, unlabeled
F, 0.47, 0.355, 0.18, 0.44099999999999995, 0.1525, 0.11650000000000002, 0.135, unlabeled
I, 0.62, 0.485, 0.18, 1.154, 0.49349999999999994, 0.256, 0.315, unlabeled
M, 0.62, 0.495, 0.195, 1.5145, 0.579, 0.346, 0.5195, unlabeled
I, 0.355, 0.275, 0.08499999999999999, 0.22, 0.092, 0.06, 0.15, unlabeled
I, 0.395, 0.295, 0.1, 0.293, 0.14, 0.062, 0.082, unlabeled
M, 0.73, 0.595, 0.23, 2.8255, 1.1465, 0.419, 0.897, unlabeled
M, 0.555, 0.42999999999999994, 0.165, 0.7575000000000001, 0.2735, 0.1635, 0.275, unlabeled
M, 0.245, 0.18, 0.065, 0.0635, 0.024499999999999997, 0.0135, 0.02, unlabeled
I, 0.36, 0.265, 0.075, 0.1845, 0.083, 0.0365, 0.055, unlabeled
M, 0.66, 0.505, 0.19, 1.4385, 0.6775, 0.285, 0.178, unlabeled
M, 0.585, 0.45, 0.15, 0.997, 0.4055, 0.283, 0.251, unlabeled
I, 0.58, 0.435, 0.15, 0.8915, 0.363, 0.19249999999999998, 0.2515, unlabeled
F, 0.5199999999999999, 0.4050000000000001, 0.125, 0.6435, 0.2415, 0.1735, 0.21, unlabeled
M, 0.73, 0.575, 0.21, 2.069, 0.9285000000000001, 0.409, 0.643, unlabeled
I, 0.41, 0.31, 0.09, 0.3335, 0.1635, 0.061, 0.091, unlabeled
I, 0.20500000000000002, 0.155, 0.045, 0.0495, 0.0235, 0.011, 0.014, unlabeled
M, 0.55, 0.435, 0.16, 0.9059999999999999, 0.342, 0.219, 0.295, unlabeled
F, 0.72, 0.575, 0.16999999999999998, 1.9334999999999998, 0.9129999999999999, 0.389, 0.51, unlabeled
F, 0.555, 0.455, 0.18, 0.958, 0.296, 0.195, 0.39, unlabeled
I, 0.39, 0.31, 0.105, 0.2665, 0.1185, 0.0525, 0.081, unlabeled
F, 0.5049999999999999, 0.37500000000000006, 0.18, 0.568, 0.2325, 0.1495, 0.17, unlabeled
F, 0.5, 0.4, 0.125, 0.6675, 0.261, 0.1315, 0.22, unlabeled
M, 0.67, 0.52, 0.165, 1.39, 0.711, 0.2865, 0.3, unlabeled
F, 0.62, 0.475, 0.15, 0.9545, 0.455, 0.1865, 0.277, unlabeled
I, 0.335, 0.26, 0.09, 0.1965, 0.0875, 0.041, 0.056, unlabeled
I, 0.29999999999999993, 0.21500000000000002, 0.05, 0.1185, 0.047999999999999994, 0.0225, 0.042, unlabeled
I, 0.41, 0.325, 0.1, 0.394, 0.208, 0.0655, 0.106, unlabeled
F, 0.5049999999999999, 0.39000000000000007, 0.17499999999999996, 0.692, 0.267, 0.15, 0.215, unlabeled
M, 0.655, 0.49, 0.17499999999999996, 1.3585, 0.6395, 0.294, 0.365, unlabeled
F, 0.665, 0.525, 0.18, 1.5785, 0.678, 0.229, 0.456, unlabeled
F, 0.59, 0.44, 0.14, 1.007, 0.4775, 0.2105, 0.2925, unlabeled
I, 0.625, 0.465, 0.155, 0.972, 0.404, 0.1845, 0.35, unlabeled
I, 0.605, 0.48, 0.155, 0.9995, 0.425, 0.1985, 0.3, unlabeled
M, 0.62, 0.475, 0.185, 1.325, 0.6045, 0.325, 0.33, unlabeled
M, 0.41, 0.31, 0.125, 0.3595, 0.1415, 0.0885, 0.115, unlabeled
I, 0.605, 0.47, 0.145, 0.8025000000000001, 0.379, 0.2265, 0.22, unlabeled
M, 0.585, 0.45, 0.18, 0.7995000000000001, 0.336, 0.1855, 0.237, unlabeled
F, 0.55, 0.44, 0.15, 0.8945, 0.3145, 0.151, 0.32, unlabeled
M, 0.54, 0.4050000000000001, 0.155, 0.9715, 0.3225, 0.19400000000000003, 0.29, unlabeled
